no,id1,id2,Date,Pref,Location,LandUse,Crop,Farmer,Collector,Field name in KSAS,x,y,x_53n,y_53n,dsm_AW3D30,AcquisitionDate_S2,B2,B3,B4,B8,B11,B12,AcquisitionId_S1,type,VV,VH,Layer,pH1,pH2,EC,Y1,Humus,CS,FS,Sand,Silt,Clay,TC,TN,CEC,CaO,MgO,K2O,Na2O,BaseSaturation,PAcidAbsCoef,AvailP1,AvailP2,AvailSi1,AvailSi2,HotAvailN,AvailN,UplandAvailN,NH4,NO3,InorgN,FreeIron,WaterExB,Mn,SoilTypeName3,SoilTypeNum,SoilTypeName2,SoilTaxon
262,280042,兵42,2020,兵庫,丹波市,水田,水稲,まるきん農園,Sagri,,134.998928,35.26219905,,,140,20200408,0.0794,0.1011,0.105,0.2406,0.2293,0.1662,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-9.981971912,-15.74891351,,6.15,,0.05,,3.17,,,,,,1.962921523,0.187192042,11.7,176,34.4,17.1,,,665,54,,13,,,,,0.7,1.3,2,0.64,,,,,,
263,280043,兵43,2020,兵庫,丹波市,水田,水稲,まるきん農園,Sagri,,135.0005677,35.26309229,,,141,20200408,0.0697,0.0843,0.0865,0.2004,0.189,0.1221,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-4.934490314,-13.25332673,,5.86,,0.06,,2.41,,,,,,2.311520567,0.231467442,12.6,161,32.5,17,,,798,39,,12.8,,,,,0.4,0.2,0.6,1.37,,,,,,
264,280044,兵44,2020,兵庫,丹波市,水田,水稲,まるきん農園,Sagri,,134.9995596,35.26336234,,,142,20200408,0.0725,0.1,0.105,0.2566,0.2284,0.1633,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-9.803652339,-15.05021137,,5.8,,0.04,,2.6,,,,,,1.674078875,0.174235798,10.2,116,31.5,11.1,,,781,50,,9.1,,,,,0.3,0.7,1,1.44,,,,,,
265,280045,兵45,2020,兵庫,丹波市,水田,水稲,まるきん農園,Sagri,,134.9998347,35.26351759,,,143,20200408,0.0717,0.0867,0.0897,0.1918,0.1958,0.1372,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-5.195446755,-13.97260599,,6.05,,0.06,,2.42,,,,,,2.160030065,0.214039379,9.9,182,32.7,23.6,,,826,39,,20.6,,,,,0.5,0.2,0.7,1.23,,,,,,
266,280046,兵46,2020,兵庫,丹波市,水田,水稲,まるきん農園,Sagri,,135.0005354,35.26380372,,,139,20200408,0.0687,0.0843,0.0864,0.1924,0.1932,0.1272,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-8.42225122,-14.50940625,,5.91,,0.04,,2.53,,,,,,2.1577444,0.205282272,11.8,188,35.3,17.7,,,870,41,,12.8,,,,,0.5,0.4,0.9,2.04,,,,,,
267,280047,兵47,2020,兵庫,丹波市,水田,水稲,まるきん農園,Sagri,,135.0009002,35.26399582,,,141,20200408,0.0731,0.0897,0.0971,0.1994,0.2359,0.157,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-6.087776522,-12.57416396,,5.68,,0.05,,2.56,,,,,,1.915538526,0.189615448,8.9,150,33.8,15.2,,,994,36,,12.5,,,,,0.8,1.1,1.9,2.39,,,,,,
268,280048,兵48,2020,兵庫,丹波市,水田,水稲,まるきん農園,Sagri,,135.0008881,35.26328359,,,142,20200408,0.0684,0.0832,0.0872,0.1892,0.1859,0.1176,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-6.684242414,-16.08238376,,6.28,,0.08,,2.76,,,,,,2.584031706,0.236393062,14.2,275,41.6,20,,,1039,39,,24.5,,,,,1,0.5,1.5,1.9,,,,,,
269,280049,兵49,2020,兵庫,丹波市,水田,水稲,まるきん農園,Sagri,,135.0011651,35.26343371,,,143,20200408,0.0711,0.0857,0.09,0.1986,0.191,0.1193,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-8.129809437,-14.60244869,,5.63,,0.05,,2.61,,,,,,2.258481435,0.220816896,12.6,144,35.6,15.1,,,993,16,,10.4,,,,,0.9,0.3,1.2,2.29,,,,,,
270,280050,兵50,2020,兵庫,丹波篠山市,水田,水稲,ｸﾞﾘｰﾝﾌｧｰﾑささやま,Sagri,,135.2567927,35.0751328,,,215,20200408,0.0722,0.0971,0.114,0.1936,0.2339,0.1748,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-8.142589272,-14.5781526,,5.78,,0.05,,2.42,,,,,,1.888077762,0.198144256,10.9,125,10.3,17.8,,,430,24,,5.7,,,,,0.7,0.8,1.5,0.45,,,,,,
271,280051,兵51,2020,兵庫,丹波篠山市,水田,水稲,ｸﾞﾘｰﾝﾌｧｰﾑささやま,Sagri,,135.2560045,35.07883666,,,218,20200408,0.0647,0.0955,0.105,0.2482,0.2369,0.1664,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-7.40680854,-19.54919414,,6.35,,0.04,,3.3,,,,,,1.588299376,0.162698196,10,141,27.3,23.6,,,579,26,,9.5,,,,,0.9,0.4,1.3,1.19,,,,,,
272,280052,兵52,2020,兵庫,丹波篠山市,水田,水稲,ｸﾞﾘｰﾝﾌｧｰﾑささやま,Sagri,,135.2563512,35.07883098,,,218,20200408,0.1108,0.1396,0.1712,0.2424,0.3038,0.2499,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-5.626627875,-11.61650215,,5.68,,0.03,,2.48,,,,,,1.463257647,0.147131499,9.5,106,12.3,13.9,,,384,16,,5.4,,,,,0.8,0.4,1.2,0.7,,,,,,
273,280053,兵53,2020,兵庫,丹波篠山市,水田,水稲,ｸﾞﾘｰﾝﾌｧｰﾑささやま,Sagri,,135.2577358,35.08000566,,,215,20200408,0.0688,0.1046,0.1142,0.292,0.2641,0.1912,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-11.31358106,-16.30146876,,5.68,,0.03,,3.43,,,,,,1.144886058,0.129379673,9.1,104,12,17.6,,,659,12,,19.7,,,,,0.7,0.2,0.9,1.64,,,,,,
274,280054,兵54,2020,兵庫,丹波篠山市,水田,水稲,ｸﾞﾘｰﾝﾌｧｰﾑささやま,Sagri,,135.258742,35.07866428,,,213,20200408,0.061,0.091,0.1036,0.241,0.2245,0.1567,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-8.643885296,-12.9767711,,5.7,,0.03,,2.9,,,,,,1.379878981,0.138489397,8.9,89,8.6,16.6,,,534,16,,5.7,,,,,0.7,0.8,1.5,0.66,,,,,,
275,280055,兵55,2020,兵庫,丹波篠山市,水田,水稲,ｸﾞﾘｰﾝﾌｧｰﾑささやま,Sagri,,135.3764034,35.07572046,,,270,20200408,0.0642,0.0844,0.1015,0.1542,0.2116,0.1532,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-8.741901138,-13.76758458,,5.8,,0.05,,3.74,,,,,,2.304886742,0.210920627,10.8,132,24.9,15.2,,,600,15,,7,,,,,0.7,0.6,1.3,0.53,,,,,,
276,280056,兵56,2020,兵庫,丹波篠山市,水田,水稲,ｸﾞﾘｰﾝﾌｧｰﾑささやま,Sagri,,135.3331287,35.07629451,,,243,20200408,0.0853,0.1204,0.1338,0.2236,0.2669,0.1933,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-13.4059702,-22.55174911,,6.3,,0.04,,3.69,,,,,,1.394206049,0.15369718,10.6,170,26.6,15.8,,,604,27,,11,,,,,0.5,0.5,1,1.19,,,,,,
277,280057,兵57,2020,兵庫,丹波篠山市,水田,水稲,細見　和人,Sagri,,135.3324249,35.0782051,,,242,20200408,0.1002,0.139,0.1704,0.24,0.2792,0.2291,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-5.205697224,-13.77632426,,6.63,,0.06,,2.69,,,,,,1.904379748,0.180920401,11.1,219,28.4,29.5,,,578,68,,13.1,,,,,0.5,0.9,1.4,0.79,,,,,,
278,280058,兵58,2020,兵庫,丹波篠山市,水田,水稲,細見　和人,Sagri,,135.3330907,35.07724616,,,243,20200408,0.0861,0.1186,0.13,0.2388,0.2599,0.1975,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-9.915799334,-14.74604077,,5.97,,0.04,,3.58,,,,,,1.726764841,0.163810643,11.3,169,28.2,28.9,,,708,6,,12.8,,,,,0.6,0.4,1,1.73,,,,,,
279,280059,兵59,2020,兵庫,丹波篠山市,水田,水稲,細見　和人,Sagri,,135.3329403,35.08135736,,,243,20200408,0.0863,0.1068,0.128,0.1848,0.2432,0.1886,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-3.377634564,-15.645636,,6.46,,0.04,,2.31,,,,,,1.352324056,0.142157076,10.8,189,23.7,12.1,,,603,32,,9,,,,,0.6,0.7,1.3,1.1,,,,,,
280,280060,兵60,2020,兵庫,丹波篠山市,水田,水稲,細見　和人,Sagri,,135.3348778,35.08287249,,,252,20200408,0.0668,0.0933,0.103,0.1966,0.2335,0.1573,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-3.904543388,-16.02060503,,7.11,,0.07,,3.08,,,,,,2.302592133,0.218172685,15.6,315,29.7,58.9,,,709,121,,24.7,,,,,0.8,0.4,1.2,1.13,,,,,,
281,280061,兵61,2020,兵庫,丹波篠山市,水田,水稲,細見　和人,Sagri,,135.3312403,35.08047348,,,238,20200408,0.1544,0.1904,0.2268,0.301,0.3313,0.2895,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-8.688319539,-20.17632822,,7.23,,0.05,,5.06,,,,,,1.998334731,0.177254083,16.9,300,43.4,23.7,,,820,44,,43.4,,,,,0.9,0,0.9,1.49,,,,,,
282,280062,兵62,2020,兵庫,丹波篠山市,水田,水稲,㈲みたけの里舎,Sagri,,135.3297643,35.07916162,,,239,20200408,0.093,0.1168,0.139,0.204,0.268,0.2197,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-5.228484425,-18.41001421,,6.01,,0.06,,2.33,,,,,,1.97482281,0.186329974,13.2,201,41.4,23.6,,,741,14,,13.9,,,,,0.7,1.1,1.8,0.93,,,,,,
283,280063,兵63,2020,兵庫,丹波篠山市,水田,水稲,㈲みたけの里舎,Sagri,,135.3194555,35.08261826,,,234,20200408,0.0912,0.1226,0.1394,0.2424,0.2568,0.1934,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-9.881790447,-17.56278866,,6.15,,0.04,,2.59,,,,,,1.663689095,0.16703567,12.4,165,31.8,23.5,,,790,21,,10.7,,,,,0.5,0,0.5,1.09,,,,,,
284,280064,兵64,2020,兵庫,丹波篠山市,水田,水稲,㈲みたけの里舎,Sagri,,135.318823,35.08359043,,,236,20200408,0.0912,0.123,0.1454,0.2356,0.2843,0.2229,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-9.66945295,-14.15026799,,7.08,,0.07,,2.2,,,,,,1.690007635,0.164196744,12.6,299,49.9,25.8,,,599,30,,18.2,,,,,0.6,0.6,1.2,0.75,,,,,,
285,280065,兵65,2020,兵庫,丹波篠山市,水田,水稲,㈲みたけの里舎,Sagri,,135.3162183,35.08326734,,,230,20200408,0.082,0.1056,0.1238,0.2258,0.2632,0.1944,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-10.87375558,-12.71346996,,6.33,,0.04,,3.09,,,,,,1.7260632,0.169919696,13,214,36,18.3,,,803,12,,13.9,,,,,0.8,0.3,1.1,1.72,,,,,,
286,280066,兵66,2020,兵庫,丹波篠山市,水田,水稲,㈲みたけの里舎,Sagri,,135.3168126,35.08552529,,,235,20200408,0.106,0.1444,0.1634,0.2676,0.3068,0.2332,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-7.712637199,-13.81169185,,6.17,,0.03,,2.94,,,,,,1.472735085,0.144462931,11.2,166,25.8,17.6,,,694,17,,16.6,,,,,0.3,0.4,0.7,1.27,,,,,,
287,280067,兵67,2020,兵庫,丹波篠山市,水田,水稲,引口　歩,Sagri,,135.2707513,35.07604841,,,216,20200408,0.0713,0.0939,0.1072,0.1812,0.212,0.148,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-12.7937255,-17.15453217,,5.75,,0.02,,2.31,,,,,,1.237388822,0.129613432,7.8,71,11.6,10.1,,,736,15,,5.7,,,,,0.6,0,0.6,0.59,,,,,,
288,280068,兵68,2020,兵庫,丹波篠山市,水田,水稲,引口　歩,Sagri,,135.2704463,35.0740712,,,213,20200408,0.1048,0.1346,0.1536,0.251,0.2914,0.2281,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-7.664240657,-15.66300854,,5.68,,0.05,,3.79,,,,,,1.839150405,0.186377032,9.2,111,16.4,12.7,,,521,26,,5.3,,,,,0.5,0.7,1.2,0.66,,,,,,
289,280069,兵69,2020,兵庫,丹波篠山市,水田,水稲,引口　歩,Sagri,,135.2703282,35.0729676,,,212,20200408,0.1422,0.1754,0.1948,0.2878,0.3235,0.2699,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-11.73886842,-18.85744222,,5.81,,0.03,,3.06,,,,,,1.607984938,0.168147606,9.3,107,18.6,15.5,,,535,16,,5.4,,,,,0.4,0.6,1,0.44,,,,,,
290,280070,兵70,2020,兵庫,丹波篠山市,水田,水稲,引口　歩,Sagri,,135.2749664,35.07278662,,,213,20200408,0.0819,0.1108,0.1276,0.1898,0.2534,0.211,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-11.48555508,-23.61155415,,5.41,,0.03,,3.25,,,,,,1.552691218,0.160197004,8.8,64,10.6,13.7,,,626,8,,6.9,,,,,0.5,0,0.5,1.65,,,,,,
291,280071,兵71,2020,兵庫,丹波篠山市,水田,水稲,引口　歩,Sagri,,135.2841238,35.07620143,,,226,20200408,0.0689,0.0926,0.118,0.201,0.2467,0.1731,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-12.1111698,-22.92686761,,5.9,,0.03,,3.33,,,,,,1.464109726,0.146177694,11.6,178,23.1,15.3,,,698,9,,9.3,,,,,0.5,0.3,0.8,1.29,,,,,,
292,280072,兵72,2020,兵庫,丹波篠山市,水田,水稲,（農）いずみ営農組合,Sagri,,135.2959186,35.07000473,,,231,20200408,0.0849,0.113,0.1294,0.2454,0.285,0.2267,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-9.016371624,-17.4513262,,6.9,,0.04,,3.28,,,,,,1.270790699,0.134700869,9.5,202,16.2,11.1,,,614,26,,12.2,,,,,0.4,0.3,0.7,0.59,,,,,,
293,280073,兵73,2020,兵庫,丹波篠山市,水田,水稲,（農）いずみ営農組合,Sagri,,135.2995036,35.0678628,,,238,20200408,0.0966,0.1368,0.165,0.268,0.3011,0.2205,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-18.46748748,-22.00032335,,6.55,,0.08,,2.81,,,,,,1.351516149,0.148005992,10.2,179,25.2,26.6,,,588,36,,13.1,,,,,2.2,2.1,4.3,0.85,,,,,,
294,280074,兵74,2020,兵庫,丹波篠山市,水田,水稲,（農）いずみ営農組合,Sagri,,135.2733534,35.06035965,,,235,20200408,0.113,0.1478,0.1854,0.2384,0.0813,0.0522,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-19.44576351,-22.27431214,,7.25,,0.05,,2.3,,,,,,1.432747518,0.152853394,11.7,234,43.5,17.2,,,651,40,,20.8,,,,,0.4,0.2,0.6,0.7,,,,,,
295,280075,兵75,2020,兵庫,丹波篠山市,水田,水稲,（農）いずみ営農組合,Sagri,,135.2743026,35.07056526,,,218,20200408,0.0779,0.0987,0.109,0.2176,0.2369,0.1676,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-10.57630663,-14.12154699,,6.87,,0.06,,2.42,,,,,,1.466323411,0.162507571,10.2,193,27.4,17.3,,,618,32,,15,,,,,0.5,0.4,0.9,1.01,,,,,,
296,280076,兵76,2020,兵庫,丹波篠山市,水田,水稲,（農）いずみ営農組合,Sagri,,135.2538914,35.07100556,,,207,20200408,0.0831,0.1086,0.1224,0.1986,0.2383,0.1786,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-8.825625119,-15.0840655,,5.48,,0.04,,2.78,,,,,,1.509111514,0.137821482,10.6,76,14.5,7.3,,,698,6,,8.8,,,,,0.5,0.3,0.8,1.88,,,,,,
297,280077,兵77,2020,兵庫,丹波篠山市,水田,水稲,（農）栗柄営農組合,Sagri,,135.2059131,35.04629698,,,236,20200408,0.088,0.1094,0.1312,0.2228,0.2482,0.1742,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-7.942556904,-16.29399005,,7.27,,0.06,,4.13,,,,,,2.405749421,0.202781332,12.1,283,36.9,13.5,,,776,72,,44,,,,,0.5,0,0.5,0.77,,,,,,
298,280078,兵78,2020,兵庫,丹波篠山市,水田,水稲,（農）栗柄営農組合,Sagri,,135.2060062,35.04055915,,,248,20200408,0.0837,0.1088,0.1338,0.2116,0.251,0.1912,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-6.449256421,-15.23079256,,7.17,,0.06,,2.93,,,,,,2.05455601,0.197001386,12.1,320,49.2,15.2,,,656,21,,51.4,,,,,0.6,0.1,0.7,1.04,,,,,,
299,280079,兵79,2020,兵庫,丹波篠山市,水田,水稲,（農）栗柄営農組合,Sagri,,135.1978051,35.04561859,,,223,20200408,0.0728,0.0956,0.1068,0.1996,0.2276,0.1554,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-6.748636969,-14.01132665,,5.97,,0.05,,5.22,,,,,,2.484458781,0.230100565,11.4,130,18,20.9,,,566,35,,7.2,,,,,0.5,0.5,1,0.79,,,,,,
300,280080,兵80,2020,兵庫,丹波篠山市,水田,水稲,（農）栗柄営農組合,Sagri,,135.1921836,35.04214456,,,213,20200408,0.0771,0.0932,0.1166,0.1638,0.1971,0.1638,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-6.168363391,-17.82834749,,6.97,,0.06,,3.1,,,,,,3.138268572,0.29145755,14.5,248,34.2,30.1,,,595,59,,60.2,,,,,0.5,0.3,0.8,0.58,,,,,,
301,280081,兵81,2020,兵庫,丹波篠山市,水田,水稲,（農）栗柄営農組合,Sagri,,135.1837341,35.03932832,,,203,20200408,0.0537,0.0722,0.0883,0.1456,0.1759,0.1233,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-10.02939825,-16.70548737,,6.86,,0.11,,2.57,,,,,,3.233398899,0.301425845,17.3,315,42.1,27.1,,,815,33,,160.2,,,,,0.4,1,1.4,1.49,,,,,,
302,280082,兵82,2020,兵庫,丹波篠山市,水田,水稲,（農）丹波たぶち農場,Sagri,,135.1781288,35.03819294,,,197,20200408,0.0527,0.0775,0.0861,0.3146,0.2367,0.1575,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-11.40873148,-19.43541705,,6.53,,0.08,,2.81,,,,,,2.236137229,0.217246007,12.9,203,32.3,36.4,,,769,20,,11.4,,,,,0.2,0.3,0.5,1.82,,,,,,
303,280083,兵83,2020,兵庫,丹波篠山市,水田,水稲,（農）丹波たぶち農場,Sagri,,135.1810583,35.04481274,,,200,20200408,0.0592,0.0793,0.0941,0.1736,0.1477,0.0892,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-10.31971013,-19.15002586,,6.36,,0.05,,2.78,,,,,,2.204370205,0.204260173,14.1,227,34.3,27.5,,,785,13,,14.5,,,,,0.4,0.1,0.5,1.43,,,,,,
304,280084,兵84,2020,兵庫,丹波篠山市,水田,水稲,（農）丹波たぶち農場,Sagri,,135.1823375,35.05380252,,,194,20200408,0.0519,0.063,0.0788,0.125,0.148,0.0964,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-12.71677727,-18.27604309,,5.93,,0.06,,3.24,,,,,,2.402353259,0.227247501,11.6,180,32.8,27.7,,,806,13,,8.9,,,,,0.4,0.2,0.6,1.21,,,,,,
305,280085,兵85,2020,兵庫,丹波篠山市,水田,水稲,（農）丹波たぶち農場,Sagri,,135.1752741,35.03220096,,,203,20200408,0.0429,0.0592,0.0703,0.1678,0.1438,0.0857,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-10.14720658,-20.7410663,,6.03,,0.06,,2.25,,,,,,1.935939782,0.179605359,20.6,128,38.3,21.5,,,570,29,,8.5,,,,,0.2,0.4,0.6,1.11,,,,,,
306,280086,兵86,2020,兵庫,丹波篠山市,水田,水稲,（農）丹波たぶち農場,Sagri,,135.1520431,35.00497059,,,180,20200408,0.0686,0.0839,0.1082,0.2,0.2652,0.1956,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-5.615576506,-10.34572987,,5.98,,0.07,,2.77,,,,,,2.77065096,0.261832237,15.7,192,53.7,35.7,,,839,16,,14.5,,,,,0.4,0.1,0.5,1.1,,,,,,
307,280087,兵87,2020,兵庫,丹波篠山市,水田,水稲,（農）真南条営農組合,Sagri,,135.128288,34.98857685,,,195,20200408,0.1288,0.1632,0.182,0.3608,0.2881,0.2302,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-10.79920116,-21.21467167,,5.54,,0.04,,2.5,,,,,,1.389692765,0.142082211,10.7,125,13.8,14.5,,,506,25,,10.1,,,,,0.2,0.7,0.9,0.57,,,,,,
308,280088,兵88,2020,兵庫,丹波篠山市,水田,水稲,（農）真南条営農組合,Sagri,,135.1295964,34.98279417,,,192,20200408,0.0642,0.0874,0.0896,0.272,0.2178,0.142,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-8.275465287,-14.83798708,,6.23,,0.03,,2.27,,,,,,1.549312979,0.151546959,13,182,5.1,20.6,,,789,15,,12.4,,,,,0.3,0.1,0.4,1.4,,,,,,
309,280089,兵89,2020,兵庫,丹波篠山市,水田,水稲,（農）真南条営農組合,Sagri,,135.1294884,34.97418096,,,181,20200408,0.0783,0.0982,0.1132,0.2464,0.2506,0.1806,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-12.54190407,-13.45130015,,6,,0.03,,2.75,,,,,,2.187308464,0.190814598,10.7,122,27.6,31.3,,,641,16,,4.8,,,,,0.3,0.1,0.4,0.6,,,,,,
310,280090,兵90,2020,兵庫,丹波篠山市,水田,水稲,（農）真南条営農組合,Sagri,,135.1294591,34.97243016,,,182,20200408,0.0759,0.0933,0.1152,0.2188,0.2175,0.1519,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-10.18425006,-17.5000468,,7.24,,0.08,,2.39,,,,,,1.862527604,0.172919485,14.8,313,45.9,48.4,,,813,111,,23.6,,,,,0.2,0.6,0.8,0.72,,,,,,
311,280091,兵91,2020,兵庫,丹波篠山市,水田,水稲,（農）真南条営農組合,Sagri,,135.1300403,34.97860915,,,191,20200408,0.0694,0.0891,0.1046,0.183,0.1847,0.12,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-8.918479639,-13.96192031,,5.85,,0.03,,2.37,,,,,,1.742203099,0.183459072,12.8,153,23.5,16.3,,,739,11,,8.3,,,,,0.5,0.2,0.7,0.99,,,,,,
312,280092,兵92,2020,兵庫,丹波篠山市,水田,水稲,酒井　正博,Sagri,,135.2277538,35.07669127,,,205,20200408,0.0413,0.0738,0.0608,0.3558,0.1752,0.1031,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-9.43201998,-20.03341688,,5.53,,0.05,,2.23,,,,,,2.029993535,0.204445847,9.6,126,16.2,20.9,,,629,12,,7.1,,,,,0.4,0.2,0.6,1.09,,,,,,
313,280093,兵93,2020,兵庫,丹波篠山市,水田,水稲,酒井　正博,Sagri,,135.2203979,35.08241188,,,216,20200408,0.0538,0.0755,0.0879,0.189,0.194,0.1322,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-9.064577028,-20.41438305,,5.98,,0.04,,2.73,,,,,,1.723455157,0.160014559,13,166,25.3,10.8,,,725,11,,11.5,,,,,0.4,0.3,0.7,1.46,,,,,,
314,280094,兵94,2020,兵庫,丹波篠山市,水田,水稲,酒井　正博,Sagri,,135.1984279,35.08188926,,,203,20200408,0.0663,0.0881,0.1011,0.1312,0.0358,0.0276,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-17.34336729,-26.02112221,,5.53,,0.08,,2.5,,,,,,2.805645237,0.281322597,13.9,187,31.9,18.5,,,868,16,,11.6,,,,,0.4,0.2,0.6,1.13,,,,,,
315,280095,兵95,2020,兵庫,丹波篠山市,水田,水稲,酒井　正博,Sagri,,135.1879747,35.0828143,,,198,20200408,0.0621,0.0803,0.0984,0.1058,0.0836,0.063,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-17.26573569,-21.86081109,,5.39,,0.05,,2.99,,,,,,1.793303319,0.185608982,9.4,83,19.1,21.4,,,639,9,,6.2,,,,,0.4,0.5,0.9,0.95,,,,,,
316,280096,兵96,2020,兵庫,丹波篠山市,水田,水稲,酒井　正博,Sagri,,135.1769498,35.07895268,,,200,20200408,0.1224,0.1728,0.224,0.226,0.0493,0.0407,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-16.3699066,-30.58125949,,5.94,,0.04,,2.5,,,,,,2.236753217,0.189405063,12.9,187,24.4,28.9,,,705,8,,14.5,,,,,0.4,0.1,0.5,1.12,,,,,,
317,280097,兵97,2020,兵庫,丹波篠山市,水田,水稲,㈱丹波篠山岸本農場,Sagri,,135.2121166,35.12689755,,,252,20200408,0.0578,0.0781,0.0851,0.1864,0.2005,0.1389,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-4.547633799,-18.14084754,,6.7,,0.04,,2.98,,,,,,1.331449101,0.124448916,8.2,155,27.5,24.8,,,556,39,,26,,,,,0.3,0.5,0.8,0.32,,,,,,
318,280098,兵98,2020,兵庫,丹波篠山市,水田,水稲,㈱丹波篠山岸本農場,Sagri,,135.2211633,35.13464477,,,264,20200408,0.0599,0.0779,0.0896,0.1614,0.196,0.1414,S1A_IW_GRDH_1SDV_20200413T205954_20200413T210019_032114_03B645_E821,Decending,-5.667601404,-13.57658312,,5.72,,0.06,,2.99,,,,,,2.008312416,0.183427749,9.4,99,14.6,21.4,,,563,45,,6,,,,,0.4,0.9,1.3,0.39,,,,,,
